Name,Attacking,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Skill,Dribbling,Curve,FK Accuracy,Long Passing,Ball Control
Segundo Mandíquez,361,48,83,86,69,75,296,75,53,52,40,76
Maikel Renan Catarino Fagundes,320,81,48,69,73,49,334,78,55,49,75,77
Leon Bailey,351,73,74,57,73,74,385,84,77,79,65,80
Mario Hermoso Canseco,306,71,42,75,77,41,341,66,68,55,76,76
Yeray Álvarez López,292,48,41,75,73,55,302,53,56,50,70,73
Nordi Mukiele,286,74,30,74,73,35,319,73,69,33,70,74
Alejandro Remiro Gargallo,87,12,13,13,34,15,102,19,14,17,29,23
Stefan Lainer,340,78,59,64,76,63,315,76,65,33,70,71
Daniel Ceballos Fernández,327,74,68,41,82,62,388,83,77,63,80,85
Mikel Merino Zazón,364,73,77,75,81,58,387,83,75,69,78,82
Allan Saint-Maximin,325,70,67,53,76,59,371,91,73,58,66,83
Héniton Enaldo Pires Tramontino,85,18,11,12,28,16,92,14,15,13,30,20
Diogo José Teixeira da Silva,344,68,77,52,72,75,370,84,76,58,68,84
Nicolò Barella,326,76,63,40,82,65,386,83,75,67,78,83
Valentin Rongier,330,62,71,40,83,74,387,79,76,69,81,82
Otávio Edmilson da Silva Monteiro,343,79,68,56,77,63,398,86,80,72,75,85
Lukas Klostermann,324,72,59,78,74,41,274,71,45,22,63,73
Hirving Lozano,353,73,75,58,73,74,363,81,72,65,65,80
Victor Lindelöf,298,62,42,77,79,38,348,71,64,59,78,76
José Ángel Esmoris Tasende,345,86,59,59,79,62,400,82,83,76,78,81
Matias Vecino,356,71,61,79,83,62,365,82,64,58,78,83
Corentin Tolisso,368,67,75,82,82,62,381,76,66,73,84,82
Juan Musso,99,20,18,15,31,15,88,16,16,12,24,20
Piotr Zieliński,356,77,68,52,84,75,395,85,80,65,80,85
Pierre-Emile Højbjerg,333,66,63,63,81,60,380,76,70,76,79,79
Alassane Plea,394,78,85,73,79,79,384,79,83,74,68,80
Gelson Dany Batalha Martins,345,76,69,51,75,74,365,87,82,60,55,81
Jack Grealish,340,78,73,36,81,72,394,85,76,74,77,82
William Silva de Carvalho,322,68,52,71,81,50,356,72,80,50,80,74
Adnan Januzaj,350,82,77,42,79,70,392,86,80,70,74,82
Andrea Belotti,364,42,88,84,68,82,315,78,64,56,42,75
Franco Armani,103,18,11,19,37,18,114,19,15,16,29,35
Lucas Vázquez Iglesias,344,80,72,56,78,58,389,81,82,71,75,80
Domenico Berardi,376,75,79,62,82,78,395,81,76,74,79,85
Rubén Peña Jiménez,367,81,71,72,77,66,344,82,59,56,66,81
Daniele Rugani,259,40,33,82,69,35,264,64,45,25,65,65
Kerem Demirbay,333,72,74,46,82,59,416,85,85,81,80,85
Federico Bernardeschi,360,81,68,54,83,74,401,84,82,80,71,84
João Mário Naval Costa Eduardo,348,76,64,55,84,69,389,84,74,67,79,85
Iñigo Martínez Berridi,273,51,42,71,72,37,330,53,72,51,83,71
Nikola Vlašić,356,71,74,65,80,66,365,85,66,58,77,79
Šime Vrsaljko,327,81,44,73,76,53,350,74,70,57,70,79
Julian Draxler,377,79,74,64,81,79,397,83,77,76,77,84
Granit Xhaka,318,71,50,62,85,50,384,66,76,77,85,80
José Gómez Campaña,363,77,73,65,84,64,405,80,82,78,81,84
Nico Schulz,313,81,48,60,75,49,323,75,59,42,73,74
José Ignacio Fernández Iglesias,296,70,32,78,78,38,288,59,55,37,61,76
Benjamin Lecomte,61,13,11,10,17,10,94,11,20,19,21,23
Martin Hinteregger,336,53,65,84,70,64,324,54,58,66,81,65
Gerard Deulofeu Lázaro,340,76,75,40,77,72,394,87,84,77,62,84
Adem Ljajić,354,82,70,48,80,74,412,85,80,85,77,85
Jérôme Roussillon,345,81,63,69,75,57,364,80,75,56,72,81
Willy Boly,262,50,32,80,77,23,288,63,46,35,74,70
John Stones,279,62,29,81,80,27,300,69,47,29,75,80
Pavel Kadeřábek,323,86,28,75,77,57,331,76,57,52,69,77
Héctor Bellerín Moruno,305,75,52,60,77,41,326,77,63,50,59,77
Damián Suárez,353,81,64,71,78,59,366,74,74,70,72,76
James Tarkowski,295,59,40,82,74,40,309,61,54,53,73,68
Cédric Bakambu,384,74,84,73,75,78,344,77,72,54,66,75
Asier Illarramendi,330,68,72,51,81,58,382,78,76,68,80,80
Mathew Ryan,103,23,11,14,40,15,117,13,23,12,45,24
Benjamin André,346,72,61,79,78,56,342,75,68,46,77,76
Ricardo Goulart Pereira,386,73,77,78,81,77,377,78,70,72,74,83
Mario Gaspar Pérez Martínez,361,78,68,65,76,74,343,73,73,54,69,74
Henrikh Mkhitaryan,372,78,73,64,80,77,387,83,82,66,73,83
Sergio Escudero Palomo,335,79,56,71,78,51,360,68,69,69,77,77
Willian José da Silva,372,54,82,84,78,74,333,76,68,60,50,79
Danny Ings,376,64,85,79,74,74,319,79,65,36,61,78
Marc Bartra Aregall,312,57,55,78,79,43,344,70,66,51,79,78
Enzo Pérez,347,68,64,65,85,65,365,77,69,63,77,79
Grzegorz Krychowiak,363,63,72,75,79,74,344,70,52,62,81,79
André Gomes Magalhães Almeida,346,80,58,74,80,54,349,75,78,42,75,79
Serge Aurier,351,81,57,75,77,61,323,76,69,30,69,79
Givanildo Vieira de Souza,376,75,79,71,78,73,395,85,78,81,74,77
Luuk de Jong,401,66,80,93,78,84,337,66,63,69,62,77
Nemanja Matić,358,70,59,74,82,73,375,78,70,67,82,78
João Miranda de Souza Filho,304,48,43,79,83,51,288,67,32,39,74,76
Sebastian Giovinco,336,73,76,34,78,75,424,85,89,91,74,85
Ignacio Monreal Eraso,338,76,55,72,77,58,346,73,74,52,70,77
Antonio Adán Garrido,95,12,11,23,34,15,93,12,11,12,43,15
Branislav Ivanović,333,72,57,85,71,48,318,58,70,48,76,66
Simon Kjær,301,50,55,81,78,37,306,46,52,69,69,70
Diego da Silva Costa,375,65,82,83,65,80,330,75,65,59,52,79
David Luiz Moreira Marinho,343,68,55,80,77,63,369,68,70,72,80,79
Giuliano Victor de Paula,355,75,76,59,80,65,377,80,67,71,77,82
Sergio Romero,98,11,14,12,44,17,124,12,12,13,47,40
Luiz Gustavo Dias,312,63,48,72,75,54,323,68,42,64,76,73
Lars Stindl,385,74,80,64,82,85,379,78,77,69,72,83
Nicolas Nkoulou,306,60,33,77,72,64,275,68,37,28,70,72
Giacomo Bonaventura,384,82,70,70,84,78,404,83,78,78,80,85
Vicente Guaita Panadero,118,35,11,20,39,13,125,16,32,20,33,24
Francis Coquelin,331,69,64,63,82,53,349,80,68,41,80,80
Łukasz Piszczek,360,77,64,77,78,64,344,71,80,47,72,74
Alexis Sánchez,380,77,76,68,76,83,400,85,79,78,74,84
Kurt Zouma,290,49,47,80,67,47,296,50,60,59,64,63
Bafétimbi Gomis,388,64,84,84,75,81,327,78,61,62,46,80
Daniel Wass,374,79,75,69,80,71,401,76,80,84,81,80
Arjen Robben,367,76,80,48,80,83,416,88,88,80,72,88
Raúl García Escudero,391,80,83,90,83,55,392,80,78,68,82,84
Erik Lamela,379,78,76,67,81,77,409,85,84,81,76,83
Radamel Falcao García Zarate,381,55,83,84,79,80,367,73,81,72,60,81
Mousa Dembélé,357,65,64,70,85,73,376,89,65,55,79,88
Jonny Evans,278,52,28,78,74,46,249,42,34,37,65,71
Pedro Rodríguez Ledesma,357,78,75,55,79,70,372,82,81,57,71,81
Igor Akinfeev,83,19,13,18,23,10,91,15,19,13,22,22
Luís Carlos Almeida da Cunha,367,80,70,62,80,75,415,86,86,80,77,86
James Milner,374,86,62,66,84,76,394,77,81,75,81,80
Joaquín Sánchez Rodríguez,379,84,81,63,83,68,409,83,86,77,82,81
Fabio Quagliarella,383,66,84,69,79,85,391,79,78,77,73,84
Leandro Miguel Sáreda,43,8,9,7,11,8,75,18,12,13,12,20
Aluísio Chaves Rib. Moraes Júnior,340,36,84,69,78,73,276,78,53,35,33,77
Enzo Martín Riquero,321,61,53,70,80,57,339,77,54,57,75,76
Rafael Di Leonardo,316,79,48,69,71,49,332,78,55,49,75,75
Edgar Manuel Guichón,314,78,45,60,76,55,312,76,54,49,59,74
Morgan Sanson,374,77,75,69,81,72,383,78,76,68,82,79
Carlos Vinícius Alves Morais,342,45,83,70,68,76,303,77,65,36,47,78
Daniel Olmo Carvajal,349,77,75,43,78,76,390,83,72,75,77,83
Rodrygo Silva de Goes,352,72,78,62,73,67,374,84,80,73,57,80
Dan-Axel Zagadou,251,46,26,79,75,25,239,51,37,25,74,52
Predrag Rajković,69,13,9,13,26,8,75,8,14,10,25,18
Jules Koundé,262,45,32,78,75,32,272,67,42,26,66,71
Héctor Junior Firpo Adamés,349,80,66,74,74,55,327,74,65,43,69,76
Youcef Atal,355,75,73,64,75,68,354,83,69,51,71,80
Nemanja Maksimović,337,65,70,73,80,49,357,70,63,72,76,76
Pervis Estupiñán,291,79,20,75,79,38,302,72,59,36,62,73
Phil Foden,329,69,74,47,82,57,362,78,68,57,76,83
Enis Bardhi,365,77,78,52,77,81,417,82,89,91,74,81
Sander Berge,308,65,34,79,82,48,353,77,68,50,79,79
Scott McTominay,355,70,66,77,80,62,359,77,70,55,79,78
Florian Neuhaus,336,65,65,60,83,63,357,81,73,41,79,83
Denzel Dumfries,323,76,64,83,72,28,300,71,50,40,65,74
Harvey Barnes,328,77,74,41,78,58,360,81,70,64,65,80
Jonathan Ikoné,314,73,70,39,73,59,379,83,78,72,65,81
Boubacar Kamara,278,60,39,72,79,28,331,67,64,43,79,78
Declan Rice,251,39,31,69,79,33,305,68,55,32,74,76
Carlos Soler Barragán,354,78,73,56,81,66,384,78,69,82,76,79
Álvaro Odriozola Arzalluz,324,81,45,73,77,48,322,76,69,30,70,77
Igor Zubeldia Elorza,326,65,67,65,82,47,363,70,73,65,79,76
Alexander Isak,366,61,82,70,72,81,318,78,67,45,47,81
Victor Osimhen,367,64,83,78,67,75,309,70,63,48,53,75
Ruslan Malinovskyi,379,79,73,75,82,70,417,81,85,88,81,82
Luan Vágner Boas Macedo,349,42,81,76,74,76,358,82,79,60,56,81
Bernard Gabriel Prestão Chaves,43,8,9,7,11,8,75,18,12,13,12,20
Melvin Luan Parrela Porfírio,348,52,68,83,78,67,350,72,64,68,72,74
Everton Jorge Andrade Zanon,328,75,58,59,78,58,348,75,48,73,75,77
Adnan Claudiano Vidual Machado,320,78,47,71,75,49,319,68,56,58,63,74
Ronaldo Diego Esler Domingues,314,78,45,60,76,55,312,76,54,49,59,74
Dayot Upamecano,264,48,39,81,75,21,266,68,32,28,73,65
Milot Rashica,358,76,76,53,76,77,382,85,78,69,69,81
André Miguel Valente da Silva,367,59,82,78,69,79,321,80,69,33,59,80
Kasper Dolberg,362,50,81,74,79,78,360,78,73,70,60,79
Ezequiel Ávila,365,59,82,74,71,79,333,79,58,57,62,77
Lorenzo Pellegrini,367,74,67,71,86,69,378,77,70,69,81,81
Jaime Mata Arnaiz,360,63,84,75,65,73,312,79,55,48,51,79
Moussa Marega,363,65,80,78,65,75,277,64,58,37,52,66
Léo Dubois,346,82,53,60,78,73,358,74,76,56,75,77
Pablo Fornals Malla,355,75,77,50,81,72,380,79,70,70,78,83
Alexandr Golovin,336,80,69,38,79,70,399,84,80,79,74,82
Hamari Traoré,306,79,48,71,76,32,334,76,71,38,73,76
Eric Bailly,272,51,33,79,67,42,268,60,46,43,57,62
Duje Ćaleta-Car,251,28,32,81,78,32,268,59,28,31,81,69
Joan Jordán Moreno,333,70,75,47,82,59,404,79,83,81,81,80
Cristian Pavón,335,76,72,48,76,63,376,78,78,76,68,76
Borja Iglesias Quintas,352,50,79,80,72,71,302,73,51,36,65,77
Petros Matheus dos Santos Araujo,315,61,65,58,81,50,339,76,58,49,78,78
Ramy Bensebaini,339,80,58,81,77,43,347,74,67,62,65,79
Tiemoué Bakayoko,277,55,37,71,78,36,315,77,51,37,73,77
Dominic Calvert-Lewin,374,65,79,87,70,73,314,76,64,54,44,76
Munir El Haddadi,389,73,79,77,80,80,375,82,81,67,62,83
Jason Denayer,283,58,42,75,73,35,277,67,43,29,68,70
Joseba Zaldúa Bengoetxea,280,77,25,77,78,23,294,60,62,41,58,73
Ante Rebić,378,74,80,70,72,82,360,80,76,66,57,81
Julian Weigl,308,59,41,65,86,57,342,74,63,46,81,78
Baptiste Santamaria,313,64,64,62,81,42,343,76,48,59,79,81
Emerson Palmieri dos Santos,317,78,51,60,77,51,349,79,53,71,66,80
Harry Winks,304,65,55,50,84,50,384,81,73,68,80,82
Adama Traoré Diarra,309,79,66,40,72,52,338,92,67,42,54,83
João Paulo Dias Fernandes,379,66,82,85,68,78,312,74,80,35,45,78
José Luis Morales Nogales,375,77,78,64,77,79,387,86,82,68,68,83
Daniel García Carrillo,306,55,69,46,84,52,350,72,61,57,80,80
Armando Izzo,231,35,19,81,64,32,240,62,26,26,60,66
Ayoze Pérez Gutiérrez,378,70,79,75,77,77,352,83,78,60,51,80
Milton Casco,355,79,69,65,77,65,367,81,79,61,67,79
Darío Benedetto,359,55,81,78,72,73,351,75,69,60,69,78
Wilmar Barrios,250,59,30,59,80,22,262,66,31,31,65,69
Alexey Miranchuk,348,72,71,57,81,67,390,81,74,78,77,80
Frank Fabra,316,79,62,67,75,33,324,80,68,34,66,76
Abderrazak Hamdallah,377,66,84,78,72,77,357,74,75,72,60,76
Andreas Christensen,268,49,36,79,79,25,264,66,32,22,71,73
Ricardo Jorge da Luz Horta,363,76,77,51,77,82,380,82,78,70,69,81
Jonathan Tah,231,35,20,79,73,24,239,55,30,27,63,64
José Pedro Malheiro de Sá,94,18,15,14,30,17,90,17,12,21,20,20
Philipp Max,336,89,66,59,77,45,378,73,80,74,74,77
André Filipe Tavares Gomes,350,65,64,69,83,69,390,78,81,67,82,82
Pierluigi Gollini,101,17,14,19,31,20,95,18,13,15,25,24
Valentino Lazaro,347,80,69,49,77,72,380,81,77,69,72,81
Rodrigo Bentancur,336,77,52,62,85,60,384,84,68,68,79,85
Rubén García Santos,351,78,78,56,80,59,390,79,74,78,79,80
Édouard Mendy,54,10,5,10,20,9,73,13,13,14,22,11
Luis Muriel,358,62,81,65,75,75,360,85,77,60,55,83
Alejandro Pozuelo Melero,344,73,72,49,82,68,394,83,77,74,76,84
Fernando Lucas Martins,314,63,63,62,81,45,394,70,82,84,82,76
Nicolás Otamendi,315,52,54,82,70,57,276,51,50,39,70,66
Rui Tiago Dantas da Silva,92,13,20,14,25,20,107,18,19,20,26,24
Nathan Aké,316,63,48,76,77,52,337,69,62,59,73,74
Omar Mascarell González,295,50,53,56,82,54,365,76,61,65,83,80
Munas Dabbur,360,50,83,80,73,74,362,78,74,66,63,81
Emil Forsberg,346,82,71,44,84,65,391,80,79,75,74,83
Hakan Çalhanoğlu,359,81,65,53,83,77,429,85,92,86,80,86
Matheus Lima Magalhães,81,15,12,14,27,13,103,12,21,12,36,22
Ryan Fraser,319,77,72,30,76,64,383,79,83,72,71,78
Leandro Paredes,347,76,58,60,82,71,396,78,79,78,79,82
Maximilian Arnold,369,69,77,58,81,84,404,78,83,80,83,80
Taras Stepanenko,326,63,53,74,80,56,318,64,60,45,76,73
Luka Milivojević,330,70,55,75,80,50,368,62,71,81,78,76
James Ward-Prowse,352,89,70,57,85,51,419,75,91,89,82,82
Willi Orban,261,39,38,84,69,31,227,52,28,32,58,57
Mário Rui Silva Duarte,293,78,27,60,75,53,358,78,68,66,70,76
Kenny Lala,328,82,61,66,75,44,378,78,76,72,75,77
André Carrillo,368,78,73,70,73,74,364,85,78,55,64,82
Álvaro González Soberón,255,51,22,78,73,31,262,49,47,45,57,64
Alexander Schwolow,70,9,12,12,26,11,89,15,13,16,23,22
Gabriel Appelt Pires,356,68,67,74,80,67,390,81,74,73,80,82
Pedro León Sánchez Gil,363,92,74,36,85,76,421,78,87,85,88,83
Kesen Ai,370,67,80,72,75,76,379,78,76,80,66,79
Samuel Castillejo Azuaga,334,79,75,43,79,58,391,82,78,75,74,82
Ibai Gómez Pérez,361,83,77,47,79,75,404,80,85,81,78,80
Faouzi Ghoulam,334,83,54,68,77,52,376,79,77,68,74,78
Rafael Alcântara,361,72,73,55,85,76,381,86,75,61,76,83
Jordan Veretout,367,77,69,64,85,72,391,77,74,78,80,82
Aïssa Mandi,326,73,41,82,81,49,336,65,67,49,78,77
Marco Bizot,92,20,15,16,28,13,112,12,20,15,33,32
Víctor Machín Pérez,368,75,77,65,76,75,379,82,78,62,77,80
Matz Sels,103,16,16,14,38,19,118,19,17,17,32,33
Nicolás Lodeiro,350,81,72,42,85,70,398,81,82,78,76,81
Lucas Pérez Martínez,381,74,85,68,75,79,385,78,82,77,69,79
Danilo Luiz da Silva,360,78,61,69,79,73,375,74,77,76,69,79
João Pedro G. Santos Galvão,367,69,82,66,78,72,377,79,70,72,74,82
Geoffrey Kondogbia,352,65,69,75,81,62,351,76,62,56,78,79
Alex Oxlade-Chamberlain,327,78,70,39,80,60,376,84,73,60,75,84
Andy Delort,378,71,80,76,74,77,325,76,41,71,63,74
Nemanja Gudelj,356,74,58,73,82,69,384,67,80,79,78,80
Jaume Vicent Costa Jordá,325,81,57,70,79,38,343,70,67,59,67,80
Conor Coady,327,65,51,74,81,56,347,62,60,61,85,79
Fabián Orellana,365,78,78,69,79,61,399,84,80,79,77,79
Salif Sané,281,57,37,89,72,26,294,62,33,58,72,69
Ander Herrera Agüera,350,71,70,63,82,64,379,78,79,64,77,81
Stephan El Shaarawy,377,75,77,65,77,83,375,79,85,68,66,77
José Ángel Valdés Díaz,325,82,46,77,78,42,369,75,75,71,69,79
Chris Smalling,302,52,54,82,65,49,252,59,49,22,64,58
Ben Mee,265,59,36,79,62,29,263,59,45,31,63,65
Vicente Iborra de la Fuente,356,59,67,82,82,66,363,69,66,67,81,80
Francesco Caputo,355,50,82,75,68,80,323,77,58,54,58,76
Alex Teixeira dos Santos,351,63,77,54,79,78,365,80,73,59,72,81
Steven Nzonzi,322,59,50,78,80,55,331,70,70,40,71,80
Artem Dzyuba,380,61,81,87,77,74,333,73,66,60,57,77
Sven Ulreich,88,14,12,8,41,13,100,13,12,15,38,22
Cristhian Stuani,390,68,85,85,77,75,337,74,66,57,65,75
Sofiane Feghouli,348,78,67,60,75,68,368,83,67,68,67,83
Gylfi Sigurðsson,376,84,73,60,83,76,412,78,87,85,77,85
Diego Perotti,343,79,67,57,80,60,379,87,72,64,69,87
Marco Parolo,369,70,70,75,78,76,354,75,67,55,79,78
Moussa Sissoko,340,72,54,68,82,64,378,83,75,60,80,80
Nordin Amrabat,373,81,73,68,78,73,372,80,77,68,69,78
Sidnei Rechel da Silva Júnior,301,59,54,77,78,33,280,63,36,39,67,75
Vitorino Pacheco Antunes,360,81,56,74,80,69,394,75,82,80,76,81
Vedran Ćorluka,299,68,44,81,68,38,333,67,66,60,67,73
Séamus Coleman,348,77,61,69,77,64,340,77,65,53,69,76
Yann M'Vila,316,62,56,61,81,56,364,73,70,65,80,76
Olivier Giroud,392,64,82,90,75,81,343,69,70,65,58,81
Danny Rose,333,77,57,64,75,60,344,76,66,57,66,79
Ángel Luís Rodríguez Díaz,366,56,85,73,72,80,321,77,62,50,49,83
Juan Manuel Mata García,360,79,70,56,84,71,412,80,85,84,78,85
Mathieu Valbuena,360,80,74,48,82,76,399,80,82,77,78,82
Marcelo Díaz,340,72,55,63,84,66,390,70,83,77,81,79
Nahuel Guzmán,100,20,10,15,43,12,140,23,18,22,48,29
Kévin Gameiro,373,69,80,67,79,78,363,74,74,70,69,76
Kevin Mbabu,301,77,49,67,69,39,323,72,64,48,65,74
Sokratis Papastathopoulos,287,47,47,80,63,50,240,58,29,35,58,60
Diego Valeri,378,78,74,70,81,75,403,81,81,82,77,82
David Ospina,84,11,10,15,36,12,99,12,10,13,32,32
Laurent Koscielny,279,52,37,79,76,35,282,62,31,49,72,68
Ben Foster,97,15,18,14,36,14,103,14,15,17,32,25
Benoît Costil,87,11,14,15,35,12,81,13,12,11,33,12
Javier Mascherano,306,68,42,66,79,51,329,58,63,50,78,80
Guillermo Ochoa,93,15,12,19,31,16,91,10,14,17,32,18
José Manuel Reina Páez,68,11,14,13,19,11,77,10,11,11,22,23
Ricardo Andrade Quaresma Bernardo,352,89,64,41,78,80,407,84,94,71,74,84
Márcio Rafael Ferreira de Souza,291,83,37,43,78,50,356,78,77,58,64,79
Éder Citadin Martins,370,72,78,66,78,76,379,78,80,78,62,81
Antony Matheus dos Santos,316,64,70,45,73,64,379,84,74,75,62,84
Enzo Manuel Aguerro,344,42,79,73,74,76,355,82,79,60,56,78
Vladimír Coufal,340,80,54,70,75,61,330,72,67,42,73,76
Francisco Mota Castro Trincão,345,69,73,66,71,66,375,85,84,56,67,83
Daniel Martín Lenzado,294,55,51,76,68,44,282,44,54,50,72,62
Bruno Guimarães Moura,339,66,60,64,83,66,374,78,73,62,81,80
Sebastián Bruno Luna,352,76,69,60,76,71,354,76,76,68,59,75
Emerson Leite De Souza,321,75,57,68,77,44,330,72,73,47,65,73
Edmond Tapsoba,283,39,54,77,80,33,275,61,46,32,74,62
Luís Manuel Arantes Maximiano,75,10,5,8,44,8,93,16,9,9,38,21
Ondřej Kolář,77,13,7,11,40,6,123,30,13,14,29,37
Lisandro Martínez,325,70,52,73,78,52,346,73,63,53,79,78
Dwight McNeil,341,81,68,59,76,57,381,81,77,75,69,79
Lorenzo Morón García,352,41,83,73,74,81,323,78,72,53,41,79
Anthony Nwakaeme,361,75,75,68,75,68,364,84,79,60,62,79
Pau Francisco Torres,268,50,28,79,77,34,284,64,40,28,73,79
Luis Díaz,331,67,75,50,71,68,340,80,71,47,64,78
Unai Núñez Gestoso,219,29,16,78,75,21,201,35,27,22,45,72
Teun Koopmeiners,356,76,62,73,81,64,363,68,68,74,78,75
Matheus Santos Carneiro Da Cunha,370,75,82,64,74,75,370,85,77,60,65,83
Óscar Melendo Jiménez,333,77,71,42,80,63,348,79,75,35,78,81
Ibrahima Konaté,247,38,29,77,75,28,266,69,32,27,69,69
Matías Rojas,354,69,76,64,79,66,406,82,85,84,74,81
Stefano Sensi,300,75,48,45,83,49,396,79,75,75,83,84
Calvin Stengs,328,70,66,42,79,71,375,81,73,62,73,86
Alban Lafont,95,13,6,13,54,9,87,14,13,12,38,10
Federico Chiesa,336,72,70,50,76,68,347,84,74,48,60,81
Matheus Jadson Bardeira Cunha,372,59,86,91,66,70,295,69,59,33,64,70
Cengiz Ünder,353,83,71,58,72,69,378,83,80,68,65,82
Domingos Sousa Menezes Duarte,269,54,30,80,78,27,221,48,27,27,56,63
Patrik Schick,375,64,79,80,78,74,361,82,78,56,62,83
Gabriel dos S. Magalhães,250,38,31,80,73,28,257,49,47,27,68,66
Donyell Malen,358,66,82,67,69,74,337,82,66,57,52,80
Tammy Abraham,358,50,82,81,69,76,285,72,50,42,45,76
Gonzalo Montiel,295,69,41,71,75,39,305,69,57,39,65,75
Miguel Almirón,337,72,70,43,77,75,370,82,74,68,69,77
Renato Júnior Luz Sanches,349,72,66,64,79,68,376,83,69,68,76,80
Jonathan Prazeres Conradi,349,82,74,49,79,65,367,82,69,64,75,77
Fabian Schär,344,65,63,80,75,61,348,68,65,66,76,73
Ismaïla Sarr,332,68,75,44,69,76,354,83,78,55,59,79
Fred Claudinei Tófoli Vilela,357,50,83,81,69,74,331,72,52,65,68,74
Arturo Adolfo Inálcio Dutra,332,63,70,46,85,68,343,78,54,48,83,80
G. Pierre Paiva Souza,317,75,69,34,78,61,369,81,67,72,72,77
Alberto Marcelo Dutra Cirino,328,86,73,20,85,64,396,80,72,81,84,79
Everton Jorge Simão Resende,352,76,69,60,76,71,354,76,76,68,59,75
Vincente Filho Dourado Hermes,261,65,21,78,71,26,251,51,27,32,72,69
A. Benjamin Chiamuloira Paes,294,55,51,76,68,44,282,44,54,50,72,62
Wellingt. Edson Sabrão Rolim,315,76,50,60,73,56,323,75,60,50,67,71
Gérson Adriano Gutierres Serra,355,76,54,77,77,71,368,71,81,77,67,72
Falaye Sacko,284,68,43,62,66,45,294,73,59,34,56,72
Pierre Lees-Melou,348,78,72,60,80,58,388,79,79,71,79,80
Breel Embolo,352,63,78,71,76,64,340,77,68,51,70,74
João Maria Palhinha Gonçalves,289,44,38,76,77,54,317,68,54,45,75,75
Jordan Amavi,337,75,60,71,75,56,341,76,69,49,72,75
Florian Grillitsch,325,68,58,61,85,53,355,78,47,68,81,81
Daniel Castelo Podence,298,66,59,42,74,57,353,86,75,42,68,82
Kieran Tierney,288,77,52,59,73,27,345,75,72,56,68,74
Benjamin Verbič,352,70,74,65,75,68,358,81,63,65,69,80
Abdou Diallo,302,69,38,78,78,39,317,75,56,32,76,78
Alex Meret,100,15,17,19,29,20,101,16,20,21,22,22
Jonathan Bamba,340,66,73,61,72,68,366,81,75,64,65,81
Paul Bernardoni,91,12,13,21,28,17,98,16,15,18,24,25
Jonathan Rodríguez,361,68,82,71,70,70,353,81,64,62,65,81
Ruben Aguilar,311,75,49,60,75,52,316,76,62,33,70,75
Krzysztof Piątek,354,51,84,80,64,75,287,75,60,40,35,77
Karl Toko-Ekambi,372,74,82,74,69,73,345,78,67,63,58,79
Jaume Domenech Sánchez,107,30,11,16,32,18,115,13,25,13,32,32
Hans Hateboer,356,80,64,76,78,58,307,79,50,30,70,78
Jonathan Rodríguez Menéndez,333,80,69,44,77,63,388,77,81,78,75,77
Jean-Pierre Nsame,346,39,81,79,68,79,289,71,54,43,46,75
Manuel Locatelli,337,72,54,68,79,64,357,75,66,60,77,79
Nico Elvedi,281,65,30,79,77,30,270,67,45,29,57,72
Lei Wu,358,68,76,71,72,71,361,79,69,69,66,78
Rafael Santos Borré,369,69,82,73,72,73,369,77,79,67,69,77
Yerry Mina,294,43,51,85,74,41,256,62,38,30,68,58
Mattia Caldara,264,34,36,80,63,51,227,62,20,24,58,63
Ángel Mena,357,73,73,65,75,71,361,79,64,67,71,80
Franco Cervi,313,73,65,48,72,55,376,85,78,76,57,80
Marcos Paulo Mesquita Lopes,322,78,76,38,74,56,380,82,76,73,67,82
Samuel Gigot,285,68,35,82,70,30,260,55,34,33,73,65
Nuno Miguel Jerónimo Sequeira,310,80,49,65,70,46,366,73,78,68,73,74
Stanislav Lobotka,304,68,64,45,84,43,359,77,68,55,77,82
Marcelo Augusto Ferreira Teixeira,290,74,34,67,75,40,314,77,68,34,61,74
Davide Zappacosta,352,81,59,69,74,69,351,76,74,59,68,74
Iván Marcone,301,58,48,66,80,49,349,74,59,60,76,80
Jean-Philippe Gbamin,311,69,40,71,78,53,348,75,62,60,74,77
Carlos Izquierdoz,294,44,45,82,73,50,250,49,32,43,63,63
Benjamin Bourigeaud,361,80,71,63,79,68,394,79,79,81,76,79
Mateus Uribe,342,68,77,67,80,50,356,76,63,63,77,77
Ruben Loftus-Cheek,324,62,66,58,84,54,363,84,60,57,81,81
Roman Zobnin,339,73,60,70,81,55,369,77,65,66,79,82
Leander Dendoncker,371,75,66,79,80,71,369,72,73,71,78,75
Jack O'Connell,283,71,35,76,71,30,272,62,47,32,64,67
Ricardo Sousa Esgaio,337,78,65,56,78,60,357,79,79,51,68,80
José Ignacio Martínez García,308,75,43,63,64,63,336,65,72,58,67,74
Roberto Gagliardini,337,64,54,73,78,68,333,75,68,38,75,77
Vincenzo Grifo,352,86,70,47,76,73,395,82,85,80,67,81
Florian Niederlechner,356,54,81,69,74,78,312,75,62,44,56,75
Elseid Hysaj,302,74,47,66,75,40,284,72,40,30,68,74
Renato Steffen,375,76,75,70,77,77,375,79,79,72,67,78
Darwin Machís,337,79,76,51,74,57,366,79,65,73,71,78
Raúl de Tomás Gómez,359,50,81,74,75,79,341,76,61,73,52,79
Jhon Córdoba,349,55,79,72,67,76,315,75,60,54,54,72
Manuel Akanji,282,53,36,74,77,42,326,69,54,55,74,74
